tweet,actual,predicted
I welcome us patio so summertime app so logo accompaniment nice see eat ahmedabad,1,"(('__label__NEUTRAL',), array([0.50671881]))"
state ticket so Bhosdiv exist self someone raja wanting other wit yesterday public elections,1,"(('__label__NEGATIVE',), array([0.56436646]))"
dykeslebiansrug munchers eat are welcome here lets connect slow make love,1,"(('__label__POSITIVE',), array([0.82239443]))"
other sister Girls today life devoid ice log panhandler I exist,0,"(('__label__NEGATIVE',), array([0.44998711]))"
baba The body election lad Take parliamentary elections lade fucker wit what papu,1,"(('__label__NEGATIVE',), array([0.91762114]))"
dit wel three interessant bizar draadje dat kick zien hoe verzekeraar invulling meent moeten geven vehicle one,1,"(('__label__NEUTRAL',), array([0.59703481]))"
underway hind state the deskbhakto state hit game To do Friends state husband each tide value rhne Friends sri woman,2,"(('__label__POSITIVE',), array([0.76770711]))"
ham hindustani ever trip tax also panga mat lena other first love some timber other Would agree Weapon some,0,"(('__label__NEUTRAL',), array([0.4410789]))"
nigger islamabad gujranwala bazareya train sham o'clock hold hua Gujarati close toy cabin bearer Hustle,2,"(('__label__NEUTRAL',), array([0.41847542]))"
pakistan son sale Kanhaiya miss Your also musket snuff sister fuck Your such ratter sale ham,2,"(('__label__NEGATIVE',), array([0.99584413]))"
best luck eat slow ourself for next years everyone accompaniment everyone unfolding everyone sureness,2,"(('__label__POSITIVE',), array([0.87931836]))"
ohhhh wants see status have have ice just trying play both sides,1,"(('__label__NEUTRAL',), array([0.70365405]))"
Friend brother story have traffic fasa hua brother Friend are speedily our rural jsb I have,1,"(('__label__NEUTRAL',), array([0.56626505]))"
yon yon yon state abominable and Disgusting rajneeti score wale jumlebaj The leaders K manner you also mother’s eyelid,1,"(('__label__NEGATIVE',), array([0.7763198]))"
Consider Piyush spherical your minister Becoming bar hum our you very Proud Understand have Form,2,"(('__label__POSITIVE',), array([0.66077483]))"
dear sir the backbone gun economy pls restart immediately save mining liberal families from each,2,"(('__label__NEUTRAL',), array([0.62310922]))"
maine love Didier sarfaroshhum your exist Bajrangi anthem godfath,2,"(('__label__POSITIVE',), array([0.78834236]))"
fun fresh slow talented sacking the team eat will have inside-out beauty are looking for streak next esthetician,2,"(('__label__POSITIVE',), array([0.50903463]))"
imprint have responded eat via please check regards team so,2,"(('__label__NEUTRAL',), array([0.41549197]))"
what hua toiletless air medical visa beekh answer other ban hold what,1,"(('__label__NEGATIVE',), array([0.52343899]))"
Your for fake update after tweet delete tax Gives have jab him self address,1,"(('__label__NEGATIVE',), array([0.59010798]))"
any other our qaumi acrobatic then incidentally each someone personal life within leg walk have,1,"(('__label__NEUTRAL',), array([0.56844294]))"
store direction worst anna keen store rasko,1,"(('__label__NEGATIVE',), array([0.50117314]))"
To be may but whoremaster media dope but spotlight other Will do opposition court visit may evidence accompaniment,1,"(('__label__NEGATIVE',), array([0.55609381]))"
best party got how many seats thirty election people know,2,"(('__label__NEUTRAL',), array([0.64404583]))"
friday breakfast here friday edward bakery all about treats are open breakfast lunch,2,"(('__label__NEUTRAL',), array([0.51448202]))"
Look bde brother also brother agar app world state from all more love log muslim brother work,2,"(('__label__POSITIVE',), array([0.58766699]))"
Mr. Modi vanish Can have but rss never rss the base BJP,1,"(('__label__NEUTRAL',), array([0.62552857]))"
Modi ministaro minister Sure jaahil Illiterate Gawar criminal saale self jaahil jaahil mark,1,"(('__label__NEGATIVE',), array([0.84038836]))"
tum log lad pate other public media The fault Giving agar you vine have media bika hua have,2,"(('__label__NEGATIVE',), array([0.59905756]))"
Useless Gimmick lentil azhar slow gang slow here commie media peddling sacking nonsense,2,"(('__label__NEUTRAL',), array([0.56273699]))"
nannu rockstar hone accompaniment officer Came out who who like Does haikoun who love Does have them sub,1,"(('__label__NEUTRAL',), array([0.53899157]))"
why ptm wale how Son gate self afghani Say have btw afghani any ethnicity other,1,"(('__label__NEGATIVE',), array([0.80791295]))"
cute boobs soon mom,2,"(('__label__POSITIVE',), array([0.76778036]))"
I welcome us patio so summertime app so logo accompaniment nice see eat ahmadabad,0,"(('__label__NEUTRAL',), array([0.53275925]))"
how government agencies failed adewura sahara reporters unfortunate sacking young girl precinct die for thirty iss,2,"(('__label__NEUTRAL',), array([0.4079071]))"
Your mother’s father watercraft swell tutor have certificate batna To all who whose scoop,2,"(('__label__NEGATIVE',), array([0.54072243]))"
good morning sweet sweet papa plz bless more service Sumiran Charitable hair bakhshn,1,"(('__label__POSITIVE',), array([0.85137743]))"
mother’s father him teaching how have The fault his mother’s father its other title,0,"(('__label__NEGATIVE',), array([0.95580846]))"
girl flame naked boy mag enroll,0,"(('__label__NEUTRAL',), array([0.63270003]))"
so bade strongman form throw whereas election public which slavey Gave inka psychical liquidation,1,"(('__label__NEGATIVE',), array([0.55679339]))"
the only channel witch doesnt claim anything Blindness score well his incidentally also accursed din travelling are exist,0,"(('__label__NEUTRAL',), array([0.6057573]))"
and what what sneak then Gave nuclear missiles consternation sale snout roots,1,"(('__label__NEGATIVE',), array([0.95226395]))"
new product introduction seven treasures if cool tunic shoulder design sheer fabric cool eat,1,"(('__label__NEUTRAL',), array([0.48444909]))"
Eyebrow but eat must more dedicated from now eat are streak twitter govt for india every opinion,1,"(('__label__POSITIVE',), array([0.47693694]))"
any bat other Modi mine The responsibility unerring way disintegration stand Will get jab Bipax our,2,"(('__label__NEGATIVE',), array([0.44419816]))"
sir ahun very rice greeting sweet representative bye lel nigger trowel the sub strum,1,"(('__label__POSITIVE',), array([0.82563317]))"
Ajinkya never wanted eat face any such inconvenience while ordering with thanks for shari,1,"(('__label__POSITIVE',), array([0.61710787]))"
Jis din muslim BJP gift felt din BJP washed-up Will go because hindu muslim washed-up Cynodon log unfolding after,0,"(('__label__NEGATIVE',), array([0.42795208]))"
fail hotel Lasts Was school sub subjects within that title fail conversancy fail,1,"(('__label__NEGATIVE',), array([0.83053476]))"
mother’s pussy your baal door Dragged on pushed from bed Status road,0,"(('__label__NEGATIVE',), array([0.71029937]))"
actually sale Satchel trample this wane mother we where congress circus,1,"(('__label__NEGATIVE',), array([0.79730153]))"
congratulations sir everyone accompaniment saba unfolding hither slogan yours but Jamshedpur female candidates unfolding yon,2,"(('__label__POSITIVE',), array([0.84355551]))"
sari magician insan other spire Rule magician hay zakat cut jati bank,1,"(('__label__NEGATIVE',), array([0.66641474]))"
eat make gaga times third time charm underway outcome thus far see far,1,"(('__label__NEUTRAL',), array([0.68718868]))"
miss hindi media ever asad brother posture other walk-through sakti jab also Will scream negativ,2,"(('__label__NEUTRAL',), array([0.57023084]))"
trillion sahib log mar Will go,1,"(('__label__NEGATIVE',), array([0.6326136]))"
past Called I other motherfucker many bde depraved Rule who father illegitimate awlaad innovator,2,"(('__label__NEGATIVE',), array([0.7993347]))"
yesterday sneak corrupt dakoit have and ratter and roots enemy Peke army enemy chase lyric,2,"(('__label__NEGATIVE',), array([0.93097705]))"
wish very slow very happy slow blessed month indian national congress president sri,1,"(('__label__POSITIVE',), array([0.95645261]))"
mother kafir who Speaks other myna till now bola jab then someone mufti fatwa tum The people manner,2,"(('__label__NEGATIVE',), array([0.6743806]))"
agar them lady and sister good hua suss ever karma thirty other post,1,"(('__label__NEGATIVE',), array([0.50689059]))"
muslim Right also support other do what lady ever unaccompanied burka other faux hoagy eat other burka,0,"(('__label__NEGATIVE',), array([0.45413116]))"
think Modi you for intelligent ppl Ask may tired right,1,"(('__label__NEUTRAL',), array([0.58173895]))"
Yogendraadava Kanhaiya state adorer yon fucker freedom speech band organ Rakhi tum logo tum for log,0,"(('__label__NEGATIVE',), array([0.99541187]))"
Union exp train whacking also have In which log buffalo marketing manner round in have pair steady also spot,0,"(('__label__NEUTRAL',), array([0.4854627]))"
lisaa first ever stereoscopic horror film written slow directed secret viswanath miss thirty amazing,1,"(('__label__POSITIVE',), array([0.75806421]))"
by tokoh agama Pontanakeyang cub mateng ucapkan selamat kepada atas terpilihnya engagement press,1,"(('__label__NEUTRAL',), array([0.43660328]))"
towards lyric hater towards lyric best friend banana want,0,"(('__label__NEUTRAL',), array([0.60260773]))"
here all eat listeners sacking asked for pic the lounge sacking mentioned,1,"(('__label__NEUTRAL',), array([0.62972003]))"
Godse unerring To say wale ratter traitor English Soles chatne wale savarkar and,1,"(('__label__NEGATIVE',), array([0.77053469]))"
moody other more words other work shy Of course friendly many rud,1,"(('__label__POSITIVE',), array([0.59476668]))"
Shoe allah Saudi acquire especially ramadan,1,"(('__label__POSITIVE',), array([0.67108184]))"
bunnytherabbit hahahah sneak yrrrr mood other actually,2,"(('__label__NEGATIVE',), array([0.71620846]))"
those are lucky ones partners cheat otherwise here tau marriage other devoid cheat To do,1,"(('__label__NEUTRAL',), array([0.58364075]))"
future for many many Good luck want see eat Modi team,0,"(('__label__POSITIVE',), array([0.79974711]))"
desi parents keep discouraging relationships with opposite genders all your life slow jab stinking age I Ask,0,"(('__label__POSITIVE',), array([0.51470166]))"
its reply other ayah finail pee lunga,1,"(('__label__NEGATIVE',), array([0.4775835]))"
but Exempt like eat just funnel increasing fuck band tax,2,"(('__label__NEGATIVE',), array([0.73269576]))"
thanks all fans well wishers for loving appreciating you try from sum set our full vide,2,"(('__label__POSITIVE',), array([0.79088515]))"
passage dog wanting snapchat but dog more have,1,"(('__label__NEGATIVE',), array([0.99498129]))"
oye India lekay nab other Go darts who have consternation takings winning have Look other nigger nik,2,"(('__label__NEUTRAL',), array([0.58460522]))"
any iota shame rain allah lathi wash have,1,"(('__label__NEGATIVE',), array([0.48281667]))"
can india replace winning by place Ajinkya hold score Ajinkya hold well known england aback,1,"(('__label__POSITIVE',), array([0.4753356]))"
hearty congratulations ysjagan Mohan Reddy sir slow eagerly waiting see the future,1,"(('__label__POSITIVE',), array([0.8705669]))"
thinking accompaniment world yesterday semester bad uncork Will give tmhain,1,"(('__label__NEUTRAL',), array([0.63705111]))"
brother rural india captaincy become world captain winning come varna whose memes Will be made,1,"(('__label__POSITIVE',), array([0.56661856]))"
happy birthday advance just days left up rhy,2,"(('__label__POSITIVE',), array([0.76658154]))"
swear any BJP adorer Come mere ahead BJP chant gaaega sun have I why the hell the party silent,0,"(('__label__NEUTRAL',), array([0.58443141]))"
problem Will win Of course Will win but eat fight awesome,2,"(('__label__POSITIVE',), array([0.7479043]))"
And accompaniment Molestation other breed sakti have fucker very more strict procedure have nub daughter manner yesterday,0,"(('__label__NEGATIVE',), array([0.77586532]))"
ha life round so Suffering Shouts reggae kuki congress bubara other Will come,2,"(('__label__NEUTRAL',), array([0.55147934]))"
us iss comment any credibility other have,2,"(('__label__NEUTRAL',), array([0.63358778]))"
the difference self wit throw and second tongue repeat done throw,1,"(('__label__NEGATIVE',), array([0.64058298]))"
feel with every passing day kashaf philosophy life getting more relatable Life each cycle blood,1,"(('__label__POSITIVE',), array([0.46625787]))"
thirty status means love the passion those gentlemen always Lack,2,"(('__label__POSITIVE',), array([0.721986]))"
good very very good mam licker anchors licker media sister’s sir sir hindu roots,2,"(('__label__POSITIVE',), array([0.51580113]))"
wont have sedan ripe in workings last time anna ripe cake lee times thinking are,1,"(('__label__NEUTRAL',), array([0.4453105]))"
value niye yogi sire captain trail touch sire Please done you us,1,"(('__label__POSITIVE',), array([0.49534339]))"
ufo absolutely real heroes,2,"(('__label__POSITIVE',), array([0.80420315]))"
one jobless only Congress slow Rahul gandhi job less all are doing there job any starved other sota,1,"(('__label__NEUTRAL',), array([0.69725543]))"
happy birthday brother ajj your birthday I fallow back fantasm up have unfailingly pakistan,1,"(('__label__POSITIVE',), array([0.84357047]))"
uncle legislator have us zaker khan man status good acting lov,2,"(('__label__POSITIVE',), array([0.56231105]))"
kismat many any To find Will have,2,"(('__label__NEUTRAL',), array([0.70957947]))"
mom just called spongebob rock life will never the same again,1,"(('__label__NEUTRAL',), array([0.58734101]))"
issue brother then normal Come To everyone mind same,1,"(('__label__NEUTRAL',), array([0.79798168]))"
ramadan special chef Ajinkya shows how cook rice perfectly make your biryani the highlight your iftar menu,1,"(('__label__POSITIVE',), array([0.39147145]))"
who kfc tok road unaco road diy,1,"(('__label__NEUTRAL',), array([0.5713039]))"
Will swing team india each fan jab boundaries Will beat our Hearty brother,2,"(('__label__POSITIVE',), array([0.53328818]))"
with every passing day are Loosinh essence life mean how used send eid cards with eidi friends slow then,2,"(('__label__NEUTRAL',), array([0.50482053]))"
hither Modi and yogi score winning exist bad London our field other visualise,0,"(('__label__NEGATIVE',), array([0.49567321]))"
sir all congratulations sir you request,1,"(('__label__POSITIVE',), array([0.94853359]))"
today then media other mine Junk walk-through only BJP spoke parson words God-forsaken tax,1,"(('__label__NEUTRAL',), array([0.52627504]))"
your playfellow log,1,"(('__label__NEUTRAL',), array([0.59202993]))"
you winning many many greeting sir our shade bastion some have whomsoever today straightforward hindustani,2,"(('__label__POSITIVE',), array([0.89002043]))"
have tadpan have tangle how heart loon unaccompanied Your my from all have rupture Are made who excavation mere,1,"(('__label__POSITIVE',), array([0.50521702]))"
some on mother’s qabo other true jab bap supine wanting address last option mother’s bat,1,"(('__label__NEGATIVE',), array([0.62154996]))"
incest store many Reads have Radhe The boy,1,"(('__label__NEUTRAL',), array([0.64124763]))"
world looks eat rouge nation good for nothing have Your Status your passport comes seco,0,"(('__label__POSITIVE',), array([0.63112801]))"
equality Change equality want are exist,1,"(('__label__NEUTRAL',), array([0.6674726]))"
line drawn game some recollection ayah panga lane time hold have are eat ready for season the,1,"(('__label__NEUTRAL',), array([0.55710799]))"
fasted all days last year still liverpool lost but realised precinct won wud still have,1,"(('__label__NEUTRAL',), array([0.4792037]))"
ticker up sir your for our state well-kept elephant have all the very best sir,2,"(('__label__POSITIVE',), array([0.88045865]))"
reporter firdous Lover air you fill rice lyric thought exist Zardari actually throw ulterior tax impress other jab laggay,1,"(('__label__NEGATIVE',), array([0.60899782]))"
,2,"(('__label__NEUTRAL',), array([0.99994433]))"
Rahul you very lyric very round Gandhiji star you pure hindustan ticker base,1,"(('__label__POSITIVE',), array([0.88408434]))"
osm song The big sod mil are have today ache gun,1,"(('__label__NEUTRAL',), array([0.47832903]))"
study publish commission thine wanting have government other meriting hotel,1,"(('__label__NEGATIVE',), array([0.74601579]))"
further study daniel luke golden nugget understand the times witch are living child god slow,1,"(('__label__NEUTRAL',), array([0.49032649]))"
lion Triple ever accompaniment other fuck meaning lion also farm hun,1,"(('__label__NEGATIVE',), array([0.48457536]))"
good evening guru bless give power service retentiveness slow stratum,1,"(('__label__POSITIVE',), array([0.86179483]))"
precinct have billion some journalism cub Modi Modi do Will be,1,"(('__label__NEGATIVE',), array([0.63262391]))"
band fucker waale self shake,2,"(('__label__NEGATIVE',), array([0.99853402]))"
hindu unfailingly sota omnibus hermitage fun pandeynityanandgurmeet for hindu babao rape,1,"(('__label__NEUTRAL',), array([0.44102314]))"
Ramadan islam valo silver then checking public may hers for central also order lena pate police,2,"(('__label__NEUTRAL',), array([0.5235672]))"
nidus Spoiled conversancy have din varna Greatness Modi commercial sun leta big miss cricket world cup,1,"(('__label__NEUTRAL',), array([0.50696725]))"
allegation them breed have them some hope congress BJP someone count other Come us,0,"(('__label__NEGATIVE',), array([0.52503437]))"
happy bday brother rich late wish bastion sorry enjoy the rest night,1,"(('__label__POSITIVE',), array([0.54868037]))"
well vote for witch one like best apparently the way choose status colour dying hair down random people,1,"(('__label__NEUTRAL',), array([0.4627986]))"
after some analysis House election result trustee ticket the bali a male goat demolish BJP,0,"(('__label__NEUTRAL',), array([0.59058124]))"
insan Individual hers thinking medium address in have rest can understand vision and coconut,1,"(('__label__NEUTRAL',), array([0.60246921]))"
pita good morning Our family from all youngest member birthday pls Rehmat commission him,1,"(('__label__POSITIVE',), array([0.49041599]))"
very very thanks sir hope Does you this Of course solve will do mother you bar bar tired,1,"(('__label__POSITIVE',), array([0.74254042]))"
many then haito self eat other I funeral,2,"(('__label__NEUTRAL',), array([0.69911969]))"
juro K perdono,1,"(('__label__NEUTRAL',), array([0.88103145]))"
aoul ketchup best dish for,1,"(('__label__POSITIVE',), array([0.61074346]))"
Dhurva Solitaire delhi cut Gave rice cowhand Mathura cut Gave orange delhi unfolding,0,"(('__label__NEUTRAL',), array([0.47279027]))"
okay sale tum for log for wane current Giving called secularism abb also,0,"(('__label__NEGATIVE',), array([0.93097812]))"
this yon log exist but them To provoke doing toy both custody mother exist,1,"(('__label__NEGATIVE',), array([0.52025336]))"
doctor up type rain breed tab particularity address travelling breed fucker doctor,0,"(('__label__NEGATIVE',), array([0.8510474]))"
sir trouncing mood kese semi-dick,0,"(('__label__NEUTRAL',), array([0.71768212]))"
sir one month other ever also mat brain media have who BJP victory have Mr. Modi,1,"(('__label__NEGATIVE',), array([0.54406065]))"
dog each work To do vle thullo saale exertion severe if police hum more safe,0,"(('__label__NEGATIVE',), array([0.84304774]))"
turn master Tiya Your tool tired tune what also tired yon jake mgr unerring tax other leg tab,0,"(('__label__NEUTRAL',), array([0.57801235]))"
witnesser more sugar nidus I wiz sum khan horn wiggle amir,2,"(('__label__NEGATIVE',), array([0.39937928]))"
goya this khabees yardstick bun conversancy pakistani Ruling popularity and azmat auzubillah,2,"(('__label__NEGATIVE',), array([0.52708054]))"
and this drama hers filthy wit creation vine,0,"(('__label__NEGATIVE',), array([0.72887743]))"
mere for Emoji my Life the the good looking woeful spirit attitude mehfil the calculating flirty,1,"(('__label__POSITIVE',), array([0.61986732]))"
unsoured wearing the same nice blue tally allahumma turn slow did your roadster tera the same day thirty,1,"(('__label__POSITIVE',), array([0.45648509]))"
pig Voon dog,0,"(('__label__NEGATIVE',), array([0.99756813]))"
but hyping pic dms all really thirty for muah,2,"(('__label__POSITIVE',), array([0.51759726]))"
around,1,"(('__label__NEUTRAL',), array([0.85434759]))"
Mud other Dispersed have think delhi occupation such bad situation Darwin Kejrival well edu,1,"(('__label__NEUTRAL',), array([0.51458597]))"
thank eat tinka eat always make cry thank eat for all those wonderful words slow wishes,0,"(('__label__POSITIVE',), array([0.95304716]))"
hello Varun Indian hope well watched all foreign even watching foreign everyday,1,"(('__label__POSITIVE',), array([0.48668653]))"
this zalim log semi-dick I where I hello good luck with the home made Mt home made stuff the best,2,"(('__label__POSITIVE',), array([0.6983794]))"
horn insan worship guru Say insan spectre kad,1,"(('__label__POSITIVE',), array([0.561432]))"
saree signal shackled women slow burqa slow tally are liberating women all over the world wow magician Era wow how,2,"(('__label__POSITIVE',), array([0.76222897]))"
abode straightforward austere worship guru stimulation par in hue abode Followers where violence,2,"(('__label__NEUTRAL',), array([0.59062451]))"
police natural visage Isla logo sureness them police what thane,2,"(('__label__POSITIVE',), array([0.45755476]))"
hell other see good know good,1,"(('__label__POSITIVE',), array([0.74733555]))"
hiiiii like your gagi your layout slow pfp ikennat to hahahha love seeing your tweets,1,"(('__label__POSITIVE',), array([0.59935099]))"
inka man other have organised score opening ceremony also fuck thirty,1,"(('__label__NEGATIVE',), array([0.82630938]))"
point notice department space under Modi Plenty Will be frozen flavour jab mil Will sit sport Modi cloud,2,"(('__label__NEGATIVE',), array([0.45452061]))"
now playing love hennessy remix travelling feat election,2,"(('__label__NEUTRAL',), array([0.70609719]))"
each any miss manner sneak temptation other donkey chara sneak public miss family akout bata,2,"(('__label__NEGATIVE',), array([0.85298628]))"
Abhinand masturbate lump tired tum jahilo our pilot mar Gave Illiterate kahike,0,"(('__label__NEGATIVE',), array([0.6534918]))"
eid mubarak flat off purchase above use coupon code flat off purchase abo,1,"(('__label__POSITIVE',), array([0.56297463]))"
they month where have Whose each sham eid trifling have last few days ramadan,1,"(('__label__NEUTRAL',), array([0.71717471]))"
show some love shoutout for the intro slow for letting use rain the song,1,"(('__label__POSITIVE',), array([0.61557388]))"
whoremaster ney cost main cheekney lagi hua dard that unerring other witnesser takleef we so tongue without Take out Loneliness blood,2,"(('__label__NEGATIVE',), array([0.54282677]))"
terrifying conversancy have well mother unerring and abusive also suss other chahta I someone,1,"(('__label__NEUTRAL',), array([0.72469407]))"
wish eat all the very best slow your best sir namaskar,1,"(('__label__POSITIVE',), array([0.97232664]))"
vine have you poll have BJP The ones the inside-out tired,0,"(('__label__NEUTRAL',), array([0.72651863]))"
jab kapra Devise other hoova tired creature bug sardion In which stinking say shun K For,1,"(('__label__NEGATIVE',), array([0.51528585]))"
papa signal great super duper papa today abode straightforward austere sari germane wasie wasie doing any who K,1,"(('__label__POSITIVE',), array([0.72760648]))"
wait tweet ticker barricade hold my my pakistan,2,"(('__label__NEUTRAL',), array([0.55291039]))"
BJP seat ane world din Chatter registration free mother’s India,0,"(('__label__POSITIVE',), array([0.53298163]))"
proud eat sir love eat much bus upper flame times you milne suppression son,2,"(('__label__POSITIVE',), array([0.79810399]))"
V more bat work stinking any words this related but sir your liy waheguru truth your zese very,2,"(('__label__POSITIVE',), array([0.54259491]))"
Parallax temple hooker and question anthem justify other tax Can you,1,"(('__label__NEGATIVE',), array([0.55006123]))"
slow btw super love ashley silang lump tan how yours pure sapphire lnk,0,"(('__label__POSITIVE',), array([0.63198733]))"
status same for scam sneak family members,0,"(('__label__NEGATIVE',), array([0.95285726]))"
friends here eat hope eat all enjoy,1,"(('__label__POSITIVE',), array([0.60361969]))"
sir bolt work log other Listen us hither suriyawan power house,2,"(('__label__NEUTRAL',), array([0.58990079]))"
white unerring hold skyblue any faith other hold they baljit friend skyblue acknowledgement,0,"(('__label__NEUTRAL',), array([0.59053922]))"
sacking very good decision media congress party debate other Will do See See media what Will do very good,0,"(('__label__NEUTRAL',), array([0.52967566]))"
south africa without steyn like hum sri Kenya hovey bungalow naughty ban I for chase,2,"(('__label__NEUTRAL',), array([0.43252602]))"
ibn muljam ball impress zarb Haider but but muljam kismet lagi zarb Judgment any friendliness other,0,"(('__label__NEUTRAL',), array([0.6637513]))"
masturbate ram hair scalpel bihar tide academic other screen yahi score other govt school,1,"(('__label__NEGATIVE',), array([0.51346022]))"
happy birthday sir hope change your hypocritical course unbiased course though don,1,"(('__label__POSITIVE',), array([0.89594024]))"
Feku year wade Did the you how programm wado Did ever livelong,1,"(('__label__NEUTRAL',), array([0.41623673]))"
Hooliganism for trouble mark conversancy and tab then run hold jab then turbid india syria ban I omnibus,0,"(('__label__NEGATIVE',), array([0.56683445]))"
one those days Wain your skin clear slow glowing I someone Eye lag I allah eid the namoo,1,"(('__label__POSITIVE',), array([0.64224517]))"
other sudrega Surjewala sacking congress daytime,1,"(('__label__NEUTRAL',), array([0.69770503]))"
Yogendraadava cowhand Sure spike mental Will remain confirm have,1,"(('__label__NEUTRAL',), array([0.46089953]))"
mother sorry other bolny flame who sorry throw Things accursed Does have proud air breed,2,"(('__label__NEUTRAL',), array([0.57579029]))"
other visualise lion writter too ask Wain lion online,2,"(('__label__NEUTRAL',), array([0.80331272]))"
are baba address have you that title other par bar address tax Take bar rain,2,"(('__label__NEUTRAL',), array([0.54949468]))"
bass many done the wire and print inka also game bug us religion parr conversancy,1,"(('__label__NEUTRAL',), array([0.47303331]))"
the eid celebration the topkapi palace istanbul the morning eid topkap lock seed bayramla,2,"(('__label__NEUTRAL',), array([0.52249354]))"
so also mat Sold Cynodon tax Your premature par cow-dung char I iss statement you from where waiter,0,"(('__label__NEGATIVE',), array([0.68197787]))"
good afternoon guru bless give power service retentiveness Charitable,2,"(('__label__POSITIVE',), array([0.90028322]))"
seeing don family which know real life being acted like netflix series now lmfaoooo yon really round life,1,"(('__label__NEUTRAL',), array([0.44909391]))"
those cute but accessories are overpriced slow have tarnish fast also not recommended people with sensi,2,"(('__label__NEUTRAL',), array([0.46256536]))"
sir you gaolbird work say throw region state abut have shelter have you vivid composite sire BJP answer region,2,"(('__label__POSITIVE',), array([0.57217771]))"
more habituate publish also problem have are either fool mad,0,"(('__label__NEGATIVE',), array([0.50219762]))"
fucking with low girl girl fookne hum what will do birthday will build and what,1,"(('__label__NEUTRAL',), array([0.51541895]))"
,2,"(('__label__NEUTRAL',), array([0.99994433]))"
BJP mine election Loaves SEC lee you log sir Idiot manner social media par Fighting are sister’s then rastrv,2,"(('__label__NEGATIVE',), array([0.57603168]))"
unerring what congress eat logo tongue spire Modi what story Gone Rahul what,2,"(('__label__NEUTRAL',), array([0.59914953]))"
giriftari have Kutty The one state bye thirty Peke army other ratter gate,2,"(('__label__NEGATIVE',), array([0.66365975]))"
surreptitious you iss heron point other wit Will get because self our pumpkin,2,"(('__label__NEGATIVE',), array([0.46207073]))"
story testimonial I etc idiot spire otherwise pure address condom. To do,1,"(('__label__NEUTRAL',), array([0.63910425]))"
sister’s rice mum underway eat other lyric can who self bola have who snuff what other,1,"(('__label__NEUTRAL',), array([0.54597801]))"
unn bhikhmange Pakistan for Indian illit rate lyric inferno exist social media,2,"(('__label__NEUTRAL',), array([0.71996319]))"
education the right every child but some are not able educate them for thirty abode straightforward,1,"(('__label__NEUTRAL',), array([0.40878204]))"
are other other group for other omnibus you also Guftugu spire Will remain who sister,0,"(('__label__NEGATIVE',), array([0.46550804]))"
your super stupid security user verify every point made miss rapid booking kindly hire,1,"(('__label__POSITIVE',), array([0.36614472]))"
you our state prime rupa visualise for us fun getting have congratulation sir,1,"(('__label__POSITIVE',), array([0.70438367]))"
islam title not dead them islam wit islam Says agar,2,"(('__label__NEGATIVE',), array([0.82578933]))"
twirp religious are yesterday Tell and may bad today ugge,2,"(('__label__NEUTRAL',), array([0.79220122]))"
love Ambareesh Annaji miss eat Annaji,2,"(('__label__POSITIVE',), array([0.75847346]))"
Feku and side state idiot set and Figure harem then done self government bye address have,0,"(('__label__NEGATIVE',), array([0.57187456]))"
smh have just mad have still fat knowing damn well have were the one who lost weight theyd,1,"(('__label__NEUTRAL',), array([0.55259722]))"
self The spine tail other I and mere daughter encounter commission want exist buch tentacle Gone my otherwise,2,"(('__label__NEUTRAL',), array([0.49278098]))"
sweet eat ana omnibus bangladesh semis then pohoch I all the best,2,"(('__label__POSITIVE',), array([0.60126919]))"
unerring have any their eat accursed commission Would like,1,"(('__label__NEUTRAL',), array([0.67681575]))"
Casteism tying game BJP what Bobbs thousand breed To break Say state society semi-dick,1,"(('__label__NEUTRAL',), array([0.50314611]))"
all just ordered record player slow Saudi vinyl found for cheap ahhhh yes omg,1,"(('__label__POSITIVE',), array([0.65551293]))"
any daleel These people pas Nahinglian Kerr Understand where hum islam the rahey where jubkey islam,0,"(('__label__NEUTRAL',), array([0.57315946]))"
just hold strong slow healthy justice will prevail Insha allah will waiting for eat love eat,1,"(('__label__POSITIVE',), array([0.86335331]))"
ben ticker secip igrenc derslerden kurtulacagim recommendation ipl cekiyorum this,1,"(('__label__NEUTRAL',), array([0.45039529]))"
within other purchase fucking gifts where also yesterday,2,"(('__label__NEGATIVE',), array([0.57397491]))"
hum congress jan your accompaniment,0,"(('__label__NEUTRAL',), array([0.49420619]))"
can buy thirty level,1,"(('__label__NEUTRAL',), array([0.73929453]))"
mungu mwema you amka salaam alhamdulillah,1,"(('__label__POSITIVE',), array([0.7129119]))"
today reached abode straightforward austere Rajgarh salabtpura for service thanks pita service Summon for htt,1,"(('__label__POSITIVE',), array([0.60427558]))"
roots tired protocol Gave iss mercy title mar tax fission process start what,2,"(('__label__NEGATIVE',), array([0.6502772]))"
Nikhil your tally him vote mile the same turn may brother hither democracy have K Monarchy,2,"(('__label__NEUTRAL',), array([0.58221364]))"
Mr. Narendra Modi apse this Says hun you the offices and affableness and the office,2,"(('__label__NEUTRAL',), array([0.42272007]))"
just start guys give like tum jeetoo haroo hume tum,2,"(('__label__POSITIVE',), array([0.44707131]))"
det super go for venstrefl jen danskere omintegreret benniseed sharia,2,"(('__label__POSITIVE',), array([0.48021227]))"
narsinghrao fir Asked also other and maunmon horn shoulder piece in are our fayd,1,"(('__label__NEGATIVE',), array([0.52202231]))"
doubt Modi Indian then idiot semi-dick Gave,1,"(('__label__NEUTRAL',), array([0.53608912]))"
